date,segment,sales
10/12/2014,Home Office,15.114
27-06-2013,Home Office,114.81
10/12/2013,Corporate,60.34
13-11-2014,Corporate,10.56
9/7/2014,Consumer,12.96
27-12-2011,Home Office,11.56
8/5/2013,Consumer,44.4
6/4/2012,Consumer,9.648
2/10/2011,Corporate,9.408
19-07-2014,Consumer,16.096
25-12-2012,Corporate,17.34
25-06-2011,Corporate,9.328
12/12/2011,Consumer,12.54
16-07-2014,Consumer,7.83
18-07-2013,Consumer,12.816
15-07-2014,Consumer,9.248
10/5/2013,Consumer,19.136
9/3/2013,Home Office,27.96
3/5/2013,Corporate,12.56
10/2/2014,Home Office,8.469
2/9/2013,Consumer,11.64
28-09-2013,Corporate,20.736
14-11-2014,Consumer,15.15
29-03-2013,Consumer,9.87
24-02-2014,Home Office,30.45
8/3/2011,Consumer,16.53
17-06-2013,Consumer,12.24
18-06-2011,Consumer,3.6
1/11/2012,Consumer,5.58
12/4/2014,Consumer,17.55
5/12/2011,Consumer,16.398
16-07-2012,Corporate,18.936
26-03-2014,Home Office,16.62
13-09-2011,Consumer,10.74
3/7/2014,Consumer,12.636
17-05-2013,Corporate,27.32
24-11-2011,Consumer,9.06
23-06-2014,Corporate,15.072
21-09-2013,Home Office,16.92
3/7/2013,Corporate,5.64
13-12-2014,Consumer,15.96
5/9/2014,Corporate,14.7
13-02-2012,Consumer,7.98
13-08-2014,Corporate,19.68
11/7/2012,Consumer,28.8
24-08-2012,Corporate,17.145
27-08-2013,Home Office,27.06
16-01-2012,Consumer,17.73
3/1/2014,Consumer,24.72
18-08-2014,Home Office,42.12
31-05-2012,Home Office,11.025
1/3/2011,Consumer,12.636
5/5/2014,Consumer,13.41
7/5/2014,Consumer,17.946
30-12-2013,Corporate,19.656
17-10-2013,Home Office,31.212
10/5/2013,Corporate,13.05
22-09-2014,Consumer,20.46
26-08-2011,Consumer,6.0261
23-10-2014,Corporate,12.936
25-05-2013,Corporate,33.1668
3/3/2011,Consumer,19.456
11/8/2011,Consumer,12.35
21-06-2014,Consumer,5.248
20-11-2013,Home Office,17.28
9/9/2013,Home Office,14.76
18-04-2013,Home Office,18.624
19-12-2014,Consumer,6.63
12/10/2012,Consumer,12.56
22-03-2013,Consumer,13.392
19-03-2012,Consumer,14.496
5/4/2012,Home Office,14.85
14-11-2014,Consumer,8.64
21-10-2011,Corporate,36.36
9/8/2011,Consumer,5.98
11/4/2012,Consumer,67.36
24-09-2012,Consumer,16.464
27-10-2011,Home Office,11.952
20-11-2012,Consumer,32.04
13-03-2013,Consumer,16.668
13-08-2012,Consumer,15.96
15-08-2014,Corporate,16.152
26-11-2011,Consumer,15.33
7/11/2011,Home Office,10.92
18-03-2014,Corporate,8.442
31-05-2013,Corporate,23.25
14-08-2012,Consumer,14.19
23-11-2011,Corporate,114
12/8/2014,Corporate,13.38
18-11-2013,Consumer,11.88
5/9/2013,Corporate,17.52
17-07-2012,Consumer,14.82
12/6/2012,Consumer,14.58
24-09-2013,Home Office,9.996
27-08-2014,Consumer,7.536
7/6/2012,Consumer,12.32
9/6/2014,Corporate,15.24
1/12/2014,Home Office,11.92
14-05-2013,Home Office,17.376
7/3/2011,Consumer,15.88
31-07-2012,Home Office,13.608
26-12-2013,Consumer,8.84
24-07-2012,Corporate,5.244
28-10-2013,Consumer,15.48
6/5/2013,Consumer,24.44
23-11-2014,Corporate,160.92
17-06-2011,Consumer,26.88
14-01-2014,Consumer,31.56
11/8/2011,Consumer,32.28
24-12-2013,Corporate,13.68
12/9/2014,Home Office,8.55
13-12-2011,Consumer,10.38
1/3/2012,Consumer,50.94
15-01-2014,Consumer,34.11
3/10/2013,Home Office,14.55
26-07-2014,Home Office,45.96
23-10-2013,Home Office,13.23
8/8/2014,Consumer,22.0374
5/2/2014,Home Office,14.19
7/1/2013,Consumer,45.117
1/4/2013,Corporate,21.2106
21-03-2012,Home Office,29.16
10/1/2011,Consumer,12.4974
23-04-2012,Corporate,28.512
11/11/2014,Home Office,6.45
6/2/2012,Consumer,16.236
2/12/2014,Consumer,221.55
9/4/2013,Consumer,17.04
27-06-2013,Corporate,14.7
8/11/2013,Corporate,14.82
18-03-2014,Consumer,18.75
18-04-2014,Home Office,12.03
23-09-2011,Consumer,12.94
4/10/2011,Consumer,29.24
10/12/2013,Corporate,20.568
9/4/2013,Consumer,17.92
21-09-2012,Consumer,14.6
4/7/2011,Consumer,21.84
17-03-2011,Corporate,12.96
15-07-2014,Consumer,13.12
11/3/2011,Consumer,7.98
2/10/2012,Consumer,11.032
22-08-2011,Consumer,7.632
3/1/2013,Corporate,11.88
13-11-2014,Consumer,14.04
28-09-2013,Corporate,149.544
20-04-2011,Consumer,8.91
10/4/2012,Home Office,13.38
16-01-2014,Consumer,12.36
26-12-2014,Home Office,11.904
24-02-2011,Corporate,9.27
26-07-2011,Home Office,32.13
19-06-2013,Home Office,34.2
9/4/2013,Corporate,6.66
23-09-2014,Corporate,12.36
23-03-2012,Corporate,12.048
6/11/2013,Consumer,13.83
28-03-2011,Corporate,21.48
7/8/2014,Home Office,8.49
2/1/2014,Consumer,15.15
10/8/2011,Corporate,15.84
17-12-2014,Consumer,14.076
18-11-2014,Consumer,16.65
28-10-2014,Corporate,24.72
25-02-2014,Consumer,12.732
31-08-2012,Home Office,11.43
23-08-2012,Home Office,41.76
9/4/2012,Home Office,11
23-09-2014,Home Office,14.256
17-06-2012,Corporate,16.836
13-01-2014,Corporate,12.36
10/10/2011,Corporate,11.28
13-03-2012,Home Office,22.76
2/10/2014,Consumer,13.08
18-04-2013,Home Office,11.472
22-11-2014,Consumer,9.588
27-03-2013,Consumer,11.12
3/12/2014,Corporate,25.14
21-11-2014,Corporate,24.72
31-03-2011,Consumer,20.64
4/7/2012,Corporate,56.943
14-01-2013,Consumer,16.02
17-03-2012,Consumer,42.795
3/10/2014,Corporate,15.714
24-08-2013,Home Office,6
23-04-2014,Consumer,21.6
29-11-2012,Consumer,29.28
31-05-2012,Home Office,11.91
23-12-2014,Home Office,28.998
26-09-2011,Consumer,12.78
18-06-2013,Home Office,12.672
30-07-2012,Consumer,5.28
7/11/2014,Consumer,15.28
15-02-2013,Consumer,8.72
5/6/2014,Consumer,12.48
4/7/2014,Consumer,23.99
11/12/2014,Consumer,19.104
11/7/2014,Consumer,18.84
23-04-2011,Home Office,22.336
4/11/2013,Consumer,7.98
6/2/2012,Consumer,5.68
1/10/2014,Corporate,3.89
30-03-2011,Corporate,10.5
21-04-2014,Consumer,15.76
7/11/2014,Consumer,8.505
18-11-2011,Corporate,11.076
30-06-2013,Consumer,19.08
23-12-2013,Consumer,15.42
18-03-2014,Consumer,9.24
25-09-2012,Corporate,14.55
11/12/2012,Corporate,13.992
13-11-2013,Consumer,5.412
13-11-2013,Consumer,22.68
25-08-2014,Consumer,8.82
27-06-2014,Consumer,23.7
19-12-2014,Home Office,51.93
16-05-2011,Consumer,10.752
23-11-2011,Corporate,15.924
3/12/2013,Corporate,19.56
11/8/2014,Consumer,28.56
27-06-2012,Consumer,28.72
6/2/2013,Consumer,19.86
23-06-2014,Corporate,15.036
21-03-2014,Home Office,13.824
1/5/2014,Corporate,13.248
25-09-2014,Home Office,32
21-04-2012,Corporate,43.68
2/11/2012,Consumer,23.82
20-03-2013,Corporate,39.2
5/5/2014,Corporate,16.8
19-09-2011,Corporate,43.632
26-06-2014,Corporate,13.98
6/11/2013,Home Office,15.9
16-08-2013,Consumer,19.77
25-06-2011,Corporate,17.955
11/11/2014,Home Office,26.94
1/9/2014,Consumer,33.21
30-08-2012,Home Office,25.08
16-09-2014,Consumer,14.88
16-08-2012,Consumer,12.3
18-10-2013,Corporate,11.97
17-06-2011,Consumer,19.2
2/8/2012,Home Office,10.5
1/3/2011,Consumer,21.546
19-04-2011,Consumer,15.444
24-05-2013,Consumer,32.472
12/7/2011,Corporate,7.712
21-06-2013,Home Office,15.552
21-12-2013,Home Office,15.42
12/11/2011,Corporate,7.872
22-12-2012,Home Office,17.12
5/12/2014,Corporate,13.392
26-05-2011,Consumer,13.392
24-12-2014,Corporate,13.84
25-09-2014,Home Office,15.57
20-10-2012,Corporate,16.02
27-12-2011,Consumer,4.984
17-03-2014,Consumer,5.193
24-04-2014,Consumer,11.664
22-04-2013,Consumer,15.48
15-11-2014,Consumer,34.24
1/10/2013,Corporate,44.82
15-01-2011,Consumer,14.706
4/8/2014,Consumer,14.52
14-07-2012,Corporate,6.192
3/9/2014,Consumer,4.77
21-10-2014,Corporate,14.88
28-10-2014,Corporate,13.644
3/3/2011,Home Office,23.88
12/11/2014,Consumer,22.32
1/9/2011,Corporate,18.24
19-10-2012,Home Office,15.84
4/1/2014,Corporate,8.208
3/3/2014,Corporate,7.929
28-06-2011,Home Office,8.904
28-11-2012,Consumer,11.58
21-10-2011,Corporate,38.4
6/6/2014,Consumer,6.04
13-10-2014,Home Office,15.28
7/7/2013,Corporate,51.52
9/7/2012,Consumer,28.04
15-02-2013,Corporate,13.61
6/6/2014,Home Office,6.4
1/7/2014,Consumer,21.9
19-10-2013,Home Office,19.3
25-04-2014,Consumer,8.64
25-08-2013,Corporate,22.38
20-06-2012,Corporate,14.07
24-06-2014,Consumer,29.988
25-07-2012,Corporate,21.825
8/12/2014,Corporate,20.16
7/6/2013,Corporate,13.44
18-04-2014,Consumer,17.0316
16-06-2014,Home Office,29.79
8/10/2012,Corporate,32.58
14-11-2012,Consumer,21.54
28-11-2014,Home Office,21.7035
28-11-2014,Consumer,37.08
11/9/2014,Consumer,24.9
31-12-2012,Consumer,14.76
22-10-2014,Home Office,17.856
15-04-2014,Consumer,10.776
9/8/2013,Home Office,15.24
14-08-2013,Corporate,8.52
9/7/2013,Consumer,15.984
8/9/2014,Home Office,7.857
14-02-2014,Consumer,10.71
29-03-2012,Consumer,5.56
7/11/2012,Corporate,16.146
11/7/2011,Consumer,18.28
18-06-2013,Corporate,7.96
16-08-2012,Corporate,10.368
4/6/2011,Consumer,15.56
22-06-2011,Consumer,8.226
12/8/2014,Home Office,25.92
22-06-2012,Home Office,11.34
30-01-2011,Consumer,5.022
5/6/2012,Corporate,13.518
21-02-2013,Home Office,9
15-09-2011,Consumer,12.9
22-07-2014,Consumer,3.654
19-11-2012,Corporate,13.68
26-09-2011,Consumer,29.85
7/11/2011,Corporate,9.666
29-12-2014,Corporate,16.98
17-09-2014,Corporate,49.77
21-09-2013,Consumer,9.76
28-04-2012,Home Office,26.016
11/4/2011,Consumer,13.14
17-01-2013,Consumer,17.12
20-12-2011,Corporate,9.648
15-05-2012,Corporate,12.096
2/10/2014,Consumer,13.18
8/6/2012,Corporate,11.22
8/3/2013,Home Office,25.06
16-05-2013,Corporate,23.724
24-09-2013,Corporate,20.16
16-05-2013,Corporate,22.92
30-07-2012,Consumer,8.01
17-09-2014,Consumer,13.38
12/6/2012,Corporate,19.77
26-04-2014,Consumer,17.28
6/9/2011,Corporate,33.21
16-01-2013,Consumer,324.06
2/5/2014,Corporate,22.68
24-02-2014,Home Office,14.355
26-12-2011,Corporate,197.64
8/11/2013,Consumer,130.62
2/1/2014,Consumer,36.45
5/6/2014,Corporate,25.6149
22-06-2011,Corporate,36.66
12/1/2012,Corporate,13.392
11/10/2013,Corporate,14.112
4/11/2014,Consumer,10.116
1/5/2014,Corporate,13.896
20-09-2013,Home Office,17.04
15-02-2012,Consumer,13.36
21-07-2014,Corporate,14.62
11/6/2012,Consumer,29.16
3/9/2014,Consumer,9.4
17-04-2013,Consumer,12.84
26-03-2014,Corporate,23.1
11/5/2013,Consumer,11.96
21-04-2014,Consumer,14.56
14-07-2011,Consumer,13.494
14-09-2013,Consumer,14.4
27-01-2014,Consumer,11.84
14-09-2011,Corporate,6.848
18-05-2012,Corporate,10.86
12/6/2012,Home Office,24.56
26-09-2011,Home Office,32.896
18-07-2012,Consumer,7.38
3/10/2014,Consumer,18.24
11/10/2012,Consumer,12.852
20-10-2012,Consumer,18.93
26-11-2014,Consumer,13.56
11/7/2013,Corporate,8.748
20-10-2014,Corporate,8.76
11/6/2013,Consumer,19.35
19-09-2014,Consumer,20.82
6/11/2014,Consumer,19.2
8/9/2011,Consumer,24.576
23-05-2013,Corporate,22.56
19-09-2014,Consumer,6.72
30-09-2013,Home Office,11.37
13-06-2014,Consumer,10.26
7/12/2011,Consumer,48.48
10/12/2014,Corporate,17.52
30-04-2014,Consumer,14.19
12/9/2011,Home Office,15.84
25-07-2012,Consumer,10.68
25-11-2012,Consumer,44.82
11/1/2013,Home Office,17.7
21-03-2014,Consumer,13.04
24-12-2011,Consumer,62.46
19-11-2014,Corporate,18.66
1/11/2013,Corporate,16.24
1/11/2014,Consumer,9
17-11-2014,Consumer,9.456
19-11-2013,Corporate,14.56
31-07-2012,Home Office,13.2
21-07-2014,Corporate,10.728
27-04-2012,Consumer,12.9
8/1/2014,Consumer,21.6
1/12/2011,Consumer,11.67
12/7/2011,Home Office,23.88
13-11-2012,Consumer,9.54
7/9/2013,Consumer,13.98
17-12-2014,Corporate,6.81
19-05-2011,Corporate,14.94
13-10-2014,Corporate,13.23
18-04-2011,Home Office,8.04
8/9/2011,Corporate,11.8026
28-08-2014,Home Office,12.69
16-06-2014,Consumer,11.6034
3/11/2014,Consumer,10.5078
13-09-2013,Corporate,6.264
28-04-2012,Consumer,12.176
11/7/2013,Consumer,16.768
5/1/2011,Home Office,11.784
3/3/2011,Home Office,9.99
13-05-2013,Corporate,10.96
17-03-2012,Corporate,15.02
25-11-2011,Corporate,24.672
21-11-2013,Corporate,7.068
14-07-2014,Consumer,39.594
30-05-2014,Consumer,7.98
16-01-2014,Consumer,4.276
4/9/2013,Consumer,12.76
15-09-2011,Consumer,14.94
20-03-2012,Consumer,25.23
8/5/2014,Consumer,9.888
8/11/2012,Corporate,13.44
1/10/2011,Consumer,8.91
6/7/2013,Consumer,3.87
26-12-2013,Home Office,7.95
7/2/2014,Consumer,19.932
6/3/2014,Consumer,14.28
9/9/2013,Corporate,22.2
26-09-2013,Corporate,19.5
16-04-2014,Corporate,5.316
16-05-2014,Consumer,11.37
25-06-2014,Corporate,18.84
22-10-2012,Consumer,13.65
24-01-2014,Consumer,13.2
18-06-2013,Consumer,12.57
18-08-2012,Corporate,15.75
13-06-2013,Home Office,4.632
21-09-2013,Home Office,32.04
5/8/2011,Consumer,6.18
5/7/2011,Consumer,19.6
30-12-2013,Consumer,13.608
8/9/2011,Consumer,13.296
10/5/2014,Consumer,22.4
13-09-2014,Consumer,14.4
22-09-2014,Consumer,11.64
7/4/2011,Home Office,14.32
27-10-2014,Corporate,31.168
26-12-2014,Consumer,20.97
26-12-2014,Consumer,20.004
25-05-2011,Corporate,24.09
9/1/2014,Corporate,71.04
14-08-2012,Consumer,35.1
27-08-2013,Home Office,14.07
16-11-2014,Consumer,40.068
10/2/2011,Corporate,9.165
17-06-2013,Corporate,9.774
22-10-2013,Consumer,12.69
29-12-2012,Corporate,21.4968
13-01-2012,Consumer,4.41
1/5/2012,Consumer,13.284
31-05-2013,Corporate,14.952
5/11/2014,Home Office,23.68
14-08-2013,Consumer,11.232
30-06-2011,Consumer,5.248
18-04-2014,Home Office,20.736
25-12-2014,Consumer,14.376
27-12-2011,Consumer,12.84
30-07-2013,Consumer,2.214
5/8/2014,Corporate,7.968
24-09-2014,Consumer,20.736
29-07-2013,Home Office,20.44
14-12-2012,Home Office,15.24
17-02-2014,Corporate,14.99
18-12-2014,Consumer,24.816
18-06-2012,Consumer,33.02
10/9/2014,Consumer,6.258
27-05-2014,Consumer,12.96
21-11-2014,Consumer,43.128
7/5/2014,Corporate,15.624
22-08-2014,Corporate,10.08
13-03-2014,Corporate,14.661
22-04-2013,Corporate,8.73
30-12-2014,Consumer,58.8
29-12-2014,Corporate,13.32
4/6/2011,Home Office,21.6
24-05-2012,Corporate,14.49
10/11/2014,Consumer,21.54
20-11-2012,Consumer,7.02
1/4/2014,Corporate,12.9
26-10-2012,Consumer,61.254
21-12-2011,Home Office,15.12
26-08-2013,Consumer,9.135
13-09-2013,Consumer,14.157
6/11/2014,Consumer,14.7
18-03-2011,Consumer,14.4
20-11-2012,Corporate,13.5
22-02-2013,Corporate,13.83
14-06-2012,Home Office,22.74
10/6/2013,Consumer,21.12
6/6/2011,Home Office,8.928
23-05-2013,Consumer,32.19
22-07-2013,Consumer,11.712
7/3/2012,Consumer,3.84
26-11-2013,Corporate,9.68
13-11-2014,Consumer,12.348
27-06-2012,Consumer,19.6
3/8/2013,Corporate,12.24
1/6/2013,Corporate,32.736
25-09-2013,Consumer,17.92
14-09-2011,Consumer,17.52
8/4/2013,Consumer,11.824
9/9/2014,Corporate,29.6
13-11-2014,Consumer,10.548
29-11-2011,Home Office,7.36
14-03-2013,Consumer,10.8
24-10-2012,Corporate,9.33
7/11/2013,Consumer,70.434
1/3/2011,Consumer,17.82
27-03-2012,Consumer,23.64
15-12-2014,Consumer,12.375
13-06-2013,Consumer,11.43
6/11/2012,Consumer,37.08
26-10-2011,Corporate,17.2755
28-11-2011,Consumer,16.02
12/8/2011,Home Office,24.462
16-09-2014,Consumer,21.69
22-10-2014,Consumer,19.77
22-08-2013,Consumer,22.29
28-08-2014,Corporate,18.306
31-05-2014,Consumer,14.4
1/12/2012,Consumer,7.26
11/6/2012,Home Office,11.907
30-09-2013,Consumer,8.3316
22-11-2013,Consumer,14.94
2/3/2012,Home Office,13.356
25-07-2014,Corporate,45.225
24-05-2013,Consumer,18.414
12/2/2011,Home Office,13.83
23-12-2014,Home Office,9.381
4/12/2013,Consumer,6.3
21-04-2011,Consumer,16.52
28-05-2012,Consumer,13.05
13-06-2014,Consumer,19.04
14-12-2013,Consumer,9.84
11/4/2013,Corporate,12.96
13-12-2013,Home Office,26.86
6/5/2014,Consumer,9.552
17-09-2012,Consumer,14.9
15-12-2013,Consumer,14.62
2/10/2012,Home Office,7.38
18-07-2012,Corporate,5.76
19-07-2013,Home Office,11.264
19-02-2011,Consumer,12.624
21-10-2014,Consumer,6.672
24-11-2014,Consumer,4.36
1/8/2011,Corporate,16.116
10/12/2014,Consumer,15.57
9/9/2014,Consumer,16.71
26-08-2011,Consumer,12.54
17-08-2011,Consumer,11.172
29-10-2013,Corporate,10.26
17-01-2012,Consumer,29.22
7/12/2012,Consumer,21.012
3/4/2013,Home Office,22.17
11/9/2012,Consumer,12.192
28-08-2012,Consumer,12
15-05-2013,Corporate,19.2
15-04-2012,Corporate,13.824
23-10-2014,Corporate,13.32
21-09-2013,Consumer,21.9
25-11-2013,Home Office,8.928
21-07-2011,Corporate,11.544
10/11/2014,Corporate,17.48
1/6/2013,Corporate,19.24
29-12-2011,Consumer,14.56
9/12/2013,Home Office,28.72
3/6/2014,Home Office,20.16
25-04-2014,Consumer,17.632
16-12-2014,Consumer,22.2
10/10/2012,Consumer,34.428
25-12-2013,Consumer,17.892
26-12-2012,Home Office,14.7
9/4/2012,Home Office,17.2
30-03-2013,Consumer,17.2
19-08-2013,Consumer,16.86
13-11-2013,Consumer,11.32
27-01-2012,Consumer,13.68
22-08-2014,Consumer,17.82
2/1/2014,Home Office,8.85
21-01-2014,Corporate,146.79
20-12-2011,Corporate,40.2
28-10-2014,Corporate,7.62
15-05-2013,Corporate,16.74
12/2/2013,Consumer,14.55
31-12-2013,Consumer,18.66
16-04-2011,Corporate,16.8
11/6/2014,Consumer,146.88
2/5/2012,Corporate,42.1308
11/8/2011,Corporate,14.61
2/11/2012,Consumer,162.69
12/4/2013,Consumer,6.318
29-12-2014,Consumer,21.8784
22-11-2013,Corporate,18.432
27-08-2012,Consumer,32.94
3/4/2014,Consumer,25.11
28-03-2012,Consumer,15.552
24-03-2012,Corporate,6.992
9/9/2013,Consumer,14.136
29-11-2013,Corporate,7.434
10/7/2012,Consumer,3.366
18-04-2011,Consumer,11.62
18-12-2012,Corporate,18.432
24-09-2013,Corporate,4.08
3/11/2011,Consumer,11.64
7/8/2014,Home Office,24.64
23-09-2014,Consumer,12.96
9/9/2013,Consumer,14.88
12/7/2011,Home Office,16.032
3/2/2014,Corporate,30.96
23-02-2012,Home Office,10.896
27-10-2011,Home Office,10.368
12/10/2013,Consumer,5.344
6/12/2013,Corporate,13.4
3/1/2014,Consumer,16.11
16-12-2013,Home Office,39.54
29-12-2014,Consumer,10.53
29-08-2013,Consumer,23.1
9/3/2012,Home Office,5.34
27-07-2013,Consumer,14.55
20-12-2012,Consumer,198.09
15-11-2012,Home Office,7.908
28-01-2014,Corporate,4.41
27-11-2014,Corporate,12.57
7/9/2012,Home Office,3.258
7/1/2014,Corporate,5.91
28-12-2011,Home Office,12.96
13-02-2012,Consumer,24.78
9/5/2014,Corporate,5.076
25-12-2013,Corporate,7.335
4/4/2014,Consumer,8.688
15-06-2011,Home Office,13.44
20-07-2013,Consumer,20.184
16-06-2014,Consumer,16.84
3/10/2013,Home Office,7.38
9/10/2014,Corporate,17.76
19-12-2013,Corporate,18.92
3/4/2014,Corporate,20.064
30-10-2012,Corporate,27.36
20-10-2014,Home Office,8.904
8/8/2014,Consumer,12.64
20-08-2011,Consumer,27.78
6/5/2013,Corporate,18.68
9/5/2012,Home Office,10.95
15-03-2014,Home Office,58.212
18-11-2014,Corporate,16.02
6/4/2014,Consumer,22.11
23-10-2013,Consumer,18.93
1/1/2013,Consumer,10.08
2/9/2014,Corporate,14.094
27-09-2014,Corporate,33.924
13-10-2011,Consumer,27.918
11/8/2014,Home Office,12.72
16-08-2013,Corporate,73.02
29-09-2014,Home Office,27.24
12/7/2012,Consumer,16.29
15-08-2013,Corporate,16.9335
29-10-2013,Consumer,30.078
10/4/2013,Consumer,13.5468
26-04-2014,Corporate,33.36
20-06-2011,Consumer,11.648
2/7/2012,Consumer,11.952
21-11-2014,Home Office,27.58
27-11-2013,Home Office,3.744
11/6/2014,Consumer,11.56
11/11/2013,Home Office,9.98
23-10-2014,Corporate,32.7
27-12-2011,Home Office,10.98
2/1/2014,Consumer,12.736
8/12/2012,Corporate,15.696
15-11-2013,Consumer,13.98
24-01-2011,Consumer,5.94
15-09-2014,Consumer,11.25
22-08-2014,Home Office,5.352
20-02-2012,Corporate,15.57
8/5/2014,Home Office,11.196
30-09-2013,Consumer,15.57
7/8/2013,Consumer,21.933
8/6/2013,Corporate,46.92
8/11/2013,Consumer,13.29
25-02-2013,Home Office,4.8
7/8/2014,Home Office,166.89
27-07-2013,Consumer,9.84
17-02-2014,Corporate,14.04
9/11/2013,Corporate,38.55
22-07-2014,Home Office,18.288
15-02-2011,Consumer,30.06
17-12-2013,Consumer,8.7
6/9/2014,Consumer,5.91
13-11-2013,Consumer,8.79
6/8/2013,Consumer,8.85
13-06-2013,Home Office,10.968
13-07-2011,Consumer,12.16
7/6/2012,Corporate,21.024
9/8/2013,Corporate,33.6
10/11/2014,Corporate,16.48
26-09-2013,Consumer,107.1
1/4/2014,Consumer,12.888
5/11/2012,Home Office,19.032
22-07-2011,Consumer,16.776
11/3/2014,Consumer,9.3
31-05-2013,Consumer,21.816
11/6/2012,Consumer,13.44
20-08-2014,Consumer,14.688
29-01-2013,Home Office,20.97
28-01-2013,Corporate,9.6
23-05-2013,Consumer,11.43
22-12-2014,Consumer,11.85
7/9/2014,Consumer,11.82
15-11-2011,Corporate,14.2146
10/4/2013,Corporate,18.126
13-06-2013,Consumer,10.2588
1/10/2014,Consumer,11.52
18-06-2014,Consumer,16.686
23-05-2012,Consumer,14.4171
17-12-2013,Consumer,78.264
7/12/2012,Consumer,2.61
14-06-2012,Home Office,51.072
11/9/2014,Corporate,7.184
25-11-2011,Corporate,23.88
25-11-2012,Consumer,13.12
28-11-2011,Consumer,14.67
29-06-2012,Consumer,20.104
19-12-2014,Consumer,12.96
12/9/2012,Consumer,12.6
28-08-2014,Consumer,5.952
18-03-2014,Home Office,10.272
6/6/2013,Consumer,11.16
19-12-2012,Corporate,5.04
24-10-2014,Consumer,9.762
1/12/2011,Consumer,8.128
24-11-2014,Consumer,11.52
21-01-2011,Consumer,19.36
2/3/2011,Home Office,11.36
19-03-2011,Corporate,33.57
2/8/2011,Home Office,21.2
20-10-2011,Home Office,8.682
18-06-2012,Corporate,6.129
10/12/2014,Corporate,13.005
9/6/2014,Home Office,17.52
11/9/2013,Consumer,7.38
21-11-2012,Corporate,24.588
18-10-2012,Consumer,17.94
28-10-2013,Consumer,40.67
13-03-2013,Consumer,15.156
19-11-2013,Home Office,13.2
10/12/2013,Corporate,9
